|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
3298|3298|Ranunculus doerrii Borch.-Kolb|Dörrs Gold-Hahnenfuß|6fd119e6-43c7-4116-bcfb-83369ea87253|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=||||<|nb||||||||||||nb||
3299|3299|Ranunculus excisus Dunkel|Ausgeschnittener Gold-Hahnenfuß|d13826fe-487b-4fa6-abde-996b42dffd02|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3300|3300|Ranunculus ferocior Dunkel|Ungestümer Gold-Hahnenfuß|8af5fb66-dc7c-4d68-9ca8-7b82a2f18452|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3301|3301|Ranunculus franconicus Dunkel|Fränkischer Gold-Hahnenfuß|db39ca52-63e2-4864-82a8-4fa5d316a61b|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||<|nb||||||||||||nb||
3302|3302|Ranunculus geraniiformis Dunkel||bb22174f-ac22-46da-889e-8a10edb381bb|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Daten ungenügend|||*|=||||<|nb||||||||||||nb||
3303|3303|Ranunculus gratiosus Brodtb.|Gefälliger Gold-Hahnenfuß|fb9f7828-35e1-408b-a026-18e90ca70437|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3304|3304|Ranunculus guelzowiensis R. Doll|Gülzower Gold-Hahnenfuß|36a684d8-455c-4b39-8022-7182a7c9a223|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3305|3305|Ranunculus haasii Soó|Haas' Gold-Hahnenfuß|4208c5c0-3386-494f-9f40-70c966531702|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Daten ungenügend|||1|=||||<|nb|||||Der taxonomische Umfang der Sippe ist noch nicht völlig geklärt. |Nach Dunkel (2016) kam die Art ausschließlich in Auenwäldern und Wiesen um Neu-Ulm vor; aufgrund von Straßenbau und Standortveränderungen ist das Vorkommen der Typuslokalität erloschen. |Nachsuchen an der Typuslokalität blieben erfolglos (Dunkel 2016).|||||nb||
3306|3306|Ranunculus hevellus (Asch. & Graebn.) O. Schwarz|Rathenower Gold-Hahnenfuß|1dd5275d-bda2-442a-9488-a4bba9d229ab|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3307|3307|Ranunculus hirsutulus Dunkel||154e27ff-4edb-4a9b-9b6b-0087a59280b7|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3308|3308|Ranunculus indecorus W. Koch|Kronblattloser Gold-Hahnenfuß|2ac32aae-e685-4a33-a188-e25cdd2fb9b1|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3309|3309|Ranunculus inexspectans Dunkel|Unerwarteter Gold-Hahnenfuß|68c0ccd9-2d64-4bea-b317-832fddda3c97|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||<|nb||||||In den letzten zehn Jahren wurde keine Veränderung der Bestandssituation festgestellt (Dunkel 2016).||||||nb||
3310|3310|Ranunculus integerrimus (Julin) Borch.-Kolb|Ganzrandiger Gold-Hahnenfuß|6fd6d840-2348-4145-9d61-903f11c17732|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||<|nb||||||||||||nb||
3311|3311|Ranunculus irregularis Dunkel|Ungleichmäßiger Gold-Hahnenfuß|9a721ca8-8a65-4ceb-862e-9a533727729c|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb||||||||||||nb||
3312|3312|Ranunculus kunzii W. Koch|Kunzes Gold-Hahnenfuß|4462d988-0344-4bf3-91e7-426a367c6ddc|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Rückgang, Ausmaß unbekannt|||1|=||||<|nb||||||Nur noch ein bis zwei kleine Populationen erhalten.||||||nb||
3313|3313|Ranunculus leptomeris Haas|Feinteiliger Gold-Hahnenfuß|d68cd519-36a7-4c54-b076-64f0437af223|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Gleich bleibend|||3|=||||<|nb||||||||||||nb||
3314|3314|Ranunculus lucorum (R. Engel) Borch.-Kolb|Hain-Gold-Hahnenfuß|537093e4-34d2-4401-aa1f-9505b64cbafd|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3315|3315|Ranunculus lunaris Brodtb.|Mond-Gold-Hahnenfuß|0c2b8761-c3ad-4bc2-a127-39228ce765a1|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Mäßiger Rückgang|||2|=||||<|nb|||||||||A0|Lh|G+|||
3316|3316|Ranunculus macrotis Brodtb.|Großohr-Gold-Hahnenfuß|57d80c02-fc5c-4bdc-9218-8db55562d693|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb|||||||||A0|Lh|G+|||
3317|3317|Ranunculus megacarpus W. Koch|Großfrüchtiger Gold-Hahnenfuß|4d5bbe5d-6315-47ed-853b-f00b7329a7ab|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Daten ungenügend|||G|=||||<|nb||||||Rückgang der Populationen in Wiesen und Gräben.|||A1|Lh|G+|||
3318|3318|Ranunculus mergenthaleri Borch.-Kolb|Mergenthalers Gold-Hahnenfuß|9343406f-0e84-4112-90e3-abd4b26a4e5f|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Mäßiger Rückgang|||2|=||||<|nb|||||||||AE|||!!|E|Lokalendemit westlich Regensburg.
3319|3319|Ranunculus monacensis Borch.-Kolb|Münchner Gold-Hahnenfuß|dc97ef88-ea2e-4ee0-9f06-b2a67433a154|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb||||||Beginnender Rückgang durch Eutrophierung von Feldgehölzen.||||||nb||
3320|3320|Ranunculus mosbachensis Haas|Mosbacher Gold-Hahnenfuß|aed3ba4d-b1c4-42d8-9e1e-31a374352a9b|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb||||||||||||nb||
3321|3321|Ranunculus mosellanus Dunkel|Mosel-Gold-Hahnenfuß|44b417e1-c5e3-417c-9ff4-d525b8386392|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3322|3322|Ranunculus multisectus Haas|Vielteiliger Gold-Hahnenfuß|0e95ceb3-5c97-4fe2-8104-f949a418cecc|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Rückgang, Ausmaß unbekannt|||G|=||||<|nb||||||||||||nb||
3323|3323|Ranunculus nicklesii (R. Engel) Borch.-Kolb|Nicklès' Gold-Hahnenfuß|c321023e-30fb-4853-a716-b74f9af2b28e|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3324|3324|Ranunculus opimus O. Schwarz|Stattlicher Gold-Hahnenfuß|2cfa9659-2821-4d5c-86e0-b54c7d471e3b|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|(v)|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3325|3325|Ranunculus palmularis O. Schwarz|Handblättriger Gold-Hahnenfuß|2cee57d0-c71b-42bc-b221-62de342c7447|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=||||<|nb||||||Nur zwei Populationen bekannt, dort fast erloschen||||||nb||
3326|3326|Ranunculus phragmiteti Haas|Röhricht-Gold-Hahnenfuß|9593ba53-0ed7-4786-ba89-e24e68f3da97|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|(v)|Starker Rückgang|||2|=||||<|nb||||||||||||nb||
3327|3327|Ranunculus pleiophyllus Dunkel|Vollblättriger Gold-Hahnenfuß|384811bb-2a1f-4348-9674-e066775ba8b6|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3328|3328|Ranunculus pseudoaemulans R. Doll|Unechter Nachahmender Gold-Hahnenfuß|449fe221-30a8-4e43-ab3c-e914b9a0f55d|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Gleich bleibend|||3|=||||<|nb||||||In Wiesen rückläufig.||||||nb||
3329|3329|Ranunculus pseudocassubicus (Schinz & R. Keller) W. Koch|Unechter Kaschuben-Gold-Hahnenfuß|ab2fc8d0-877e-4a65-840f-4cad0482842c|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3330|3330|Ranunculus pseudopimus O. Schwarz|Unechter Stattlicher Gold-Hahnenfuß|8c12a450-4ad3-432d-8b9b-6c3b825ae1d0|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3331|3331|Ranunculus pseudovertumnalis Haas|Unechter Veränderlicher Gold-Hahnenfuß|b717d904-17e5-41fa-b934-945db3b82fd9|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3332|3332|Ranunculus puberulus W. Koch|Behaarter Gold-Hahnenfuß|157a19db-63c5-4a4a-a183-3597acdbf172|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Rückgang, Ausmaß unbekannt|||G|=||||<|nb|||||Die Taxonomie der Art ist noch in der Diskussion (vgl. Lippert & Meierott 2014, NetPhyD & BfN 2013).|Von Ranunculus puberulus s. str. sind nur zwei Populationen bekannt (Dunkel 2015).||||||nb||
3333|3333|Ranunculus ratisbonensis Dunkel|Rundlicher Gold-Hahnenfuß|5197f1b0-d6be-4f57-87b5-f421e4971e42|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3334|3334|Ranunculus recticaulis Hörandl & Gutermann|Gerader Gold-Hahnenfuß|9a3c653c-1b47-4816-8c5f-1f09d227da6d|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|?|Rückgang, Ausmaß unbekannt|S||2|=||||<|nb||||||||||||nb||
3335|3335|Ranunculus reichertii Dunkel|Reicherts Gold-Hahnenfuß|c5e83667-5a0d-4d0c-b430-91e53674eb3e|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||<|nb||||||||||||nb||
3336|3336|Ranunculus rhombilobus Borch.-Kolb|Rautenblättriger Gold-Hahnenfuß|89e3b7de-7fdc-45d5-af4c-552baf3fc445|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Mäßiger Rückgang|S||2|=||||<|nb||||||Der Bestand wird durch Pflegemaßnahmen gestützt.||||||nb||
3337|3337|Ranunculus roessleri Borch.-Kolb|Rösslers Gold-Hahnenfuß|5cf1ece2-e880-4b56-9ba3-4347ccb275e9|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|=|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3338|3338|Ranunculus rostratulus Borch.-Kolb|Geschnäbelter Gold-Hahnenfuß|019f1320-9a9e-4682-bdee-c4a1bb4af47e|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|(v)|Mäßiger Rückgang|||1|=||||<|nb||||||||||||nb||
3339|3339|Ranunculus rotundatus Borch.-Kolb|Rundlicher Gold-Hahnenfuß|f010eb90-9f43-44e5-848a-ec8d731f4267|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3340|3340|Ranunculus sorviodurus Dunkel|Regensburger Hahnenfuß|92133545-cb2f-4797-8814-753178f10e16|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|=|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3341|3341|Ranunculus stellaris Brodtb.|Stern-Gold-Hahnenfuß|0bc90cb9-7948-41a2-bb17-54079a5f63b9|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||<|nb|||||||||A0|Lh|G+|||
3342|3342|Ranunculus stricticaulis W. Koch|Steilstängliger Gold-Hahnenfuß|ae4588e7-f995-4d9a-9508-4bde43f89d3c|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3343|3343|Ranunculus suborbicularis Dunkel|Rundblättriger Gold-Hahnenfuß|61611fdd-8e25-4df6-8c5b-dfc544e26eb6|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
3344|3344|Ranunculus suevicus Borch.-Kolb|Schwäbischer Gold-Hahnenfuß|93c6afd0-c023-4b73-b4b8-94127978afec|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Daten ungenügend|||G|=||||<|nb||||||||||||nb||
3345|3345|Ranunculus transiens (Vollm.) Borch.-Kolb|Wechselnder Gold-Hahnenfuß|6e68974d-1abc-4099-996a-246e190bf43e|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Gleich bleibend|||3|=||||<|nb||||||||||||nb||
3346|3346|Ranunculus variabilis Hörandl & Gutermann|Vielgestaltiger Gold-Hahnenfuß|b508ef61-1eeb-4e54-b4e2-1caabb6b34e1|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||<|nb||||||||||||nb||
3347|3347|Ranunculus varicus O. Schwarz|Spreizender Gold-Hahnenfuß|06d2334f-f148-4484-ac85-b302e7693ad0|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|=|Mäßiger Rückgang|||3|=||||<|nb||||||||||||nb||
3348|3348|Ranunculus vertumnaliformis Dunkel|Ähnlicher Frühlings-Gold-Hahnenfuß|335bf386-4b64-4c14-aa58-7aa44f229bb3|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
3349|3349|Ranunculus vertumnalis O. Schwarz|Veränderlicher Gold-Hahnenfuß|095e2421-6a87-46ea-b3d7-41160b1bd064|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Selten|^|Gleich bleibend|||*|=||||<|nb||||||||||||nb||
3350|3350|Ranunculus walo-kochii Hörandl & Gutermann|Kochs Gold-Hahnenfuß|fcf0b000-3f86-4f6b-87b3-18e6b17b6032|77f3db9f-6412-409c-ac9c-04118ea54e9f|Ranunculus auricomus agg.|<Ranunculus auricomus agg.||K|Taxa|Arten||I||Sehr selten|?|Rückgang, Ausmaß unbekannt|||G|=||||<|nb||||||||||||nb||
3351|3351|Ranunculus bulbosus L.|Knolliger Hahnenfuß|3f6c8283-d0c3-425e-ae74-b21f6f6a5d61|||≙Ranunculus bulbosus L.||M||Arten|Oberste Taxa|I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3352|3352|Ranunculus bulbosus subsp. bulbosus|Knolliger Hahnenfuß|2eae8b48-4390-4689-a6d4-82cd42095ed6|3f6c8283-d0c3-425e-ae74-b21f6f6a5d61|Ranunculus bulbosus|≙Ranunculus bulbosus||I|Taxa|||I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3353|3353|Ranunculus circinatus Sibth.|Spreizender Wasser-Hahnenfuß|c1a936ef-81ec-4aa0-8418-d8ca697a5ce7|||≙Ranunculus circinatus Sibth.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
3354|3354|Ranunculus flammula agg.|Brennender Hahnenfuß (Artengruppe)|42687f03-0865-43c1-b5cb-fb22ded1c86e|||≙Ranunculus flammula agg.||A|||Oberste Taxa|I||Häufig|(v)|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
3355|3355|Ranunculus flammula L.|Brennender Hahnenfuß|fc27da7a-dad5-407a-83b6-e66a419e1756|42687f03-0865-43c1-b5cb-fb22ded1c86e||≙Ranunculus flammula L.||T||Arten||I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3356|3356|Ranunculus flammula subsp. flammula|Brennender Hahnenfuß|c745a1cb-1236-467c-8c20-fd3f562da6cc|fc27da7a-dad5-407a-83b6-e66a419e1756|Ranunculus flammula|≙Ranunculus flammula||F|Taxa|||I||Häufig|(v)|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
3357|3357|Ranunculus reptans L.|Ufer-Hahnenfuß|bad3a661-c7f4-403a-80d3-89c54061552b|42687f03-0865-43c1-b5cb-fb22ded1c86e||≙Ranunculus reptans L.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|1|+|K|||||||A0|Lr|G+|||
3358|3358|Ranunculus fluitans Lam.|Flutender Wasser-Hahnenfuß|b6dbbc8b-5ba0-449d-abb0-7deddf069c01|||≙Ranunculus fluitans Lam.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A1|Lh|G+|||
3359|3359|Ranunculus glacialis L.|Gletscher-Hahnenfuß|f1e0d42f-7238-47b6-9526-3859aafdb07e|||≙Ranunculus glacialis L.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
3360|3360|Ranunculus hederaceus L.|Efeu-Wasser-Hahnenfuß|6ead5afc-2f8c-47da-bd9f-167856c9cee6|||≙Ranunculus hederaceus L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G+|||
3361|3361|Ranunculus hybridus Biria|Nierenblättriger Hahnenfuß|0bf86363-f7f1-4dcd-a7a8-8d2fb58b1719|||≙Ranunculus hybridus Biria||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
3362|3362|Ranunculus illyricus L.|Illyrischer Hahnenfuß|1a66d253-9dcc-4ffc-a1b6-45fb24828e9d|||≙Ranunculus illyricus L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G?|?||
3363|3363|Ranunculus lanuginosus L.|Wolliger Hahnenfuß|43824995-76aa-45f2-be11-1c350ac9cd33|||≙Ranunculus lanuginosus L.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lz|G+|!||
3364|3364|Ranunculus lingua L.|Zungen-Hahnenfuß|e85e18c0-4d84-4103-aa72-195bdcc3b1ca|||≙Ranunculus lingua L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|3|=|||||||Wird auch angesalbt.|A0|Lh|G+|||
3365|3365|Ranunculus montanus agg.|Berg-Hahnenfuß (Artengruppe)|e7203c93-ddec-49af-96b7-19a55330ce9c|||≙Ranunculus montanus agg.||A|||Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
3366|3366|Ranunculus breyninus Crantz|Gebirgs-Hahnenfuß|b5afa5cc-2be8-4bf9-8bf4-366b79d758f6|e7203c93-ddec-49af-96b7-19a55330ce9c|Ranunculus oreophilus|≙Ranunculus oreophilus||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|3|+|K||||In den Alpen stabile Populationen, im Vorland deutlich im Rückgang und gefährdet.|||A0|Lr|G+|||
3367|3367|Ranunculus carinthiacus Hoppe|Kärntner Hahnenfuß|88c5733f-54f6-4042-90d5-d7a451c5a3ff|e7203c93-ddec-49af-96b7-19a55330ce9c||≙Ranunculus carinthiacus Hoppe||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G+|||
3368|3368|Ranunculus montanus Willd.|Berg-Hahnenfuß|00e01839-9bb8-49ca-b13b-99e64b8abd51|e7203c93-ddec-49af-96b7-19a55330ce9c||≙Ranunculus montanus Willd.||K|Taxa|Arten||I||Selten|=|Gleich bleibend|||*|=||||≙|3|+|K||||Im Alpenvorland anhaltend rückläufig.|||A1|Lr|G+|||
3369|3369|Ranunculus villarsii DC.|Greniers Hahnenfuß|2ef5886b-2525-4cb0-8f5d-f801f5e18f84|e7203c93-ddec-49af-96b7-19a55330ce9c|Ranunculus grenierianus|≙Ranunculus grenierianus||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
3370|3370|Ranunculus parnassifolius L.|Herzblättriger Hahnenfuß|e5f76718-c060-4cdf-bca4-a308a5edf008||Ranunculus parnassiifolius|≙Ranunculus parnassiifolius||M||Arten|Oberste Taxa|I||Extrem selten|(v)|Mäßiger Rückgang|||1|=||||≙|1|=||||||||A0|Lr|G+|||
3371|3371|Ranunculus parnassifolius subsp. heterocarpus Küpfer|Östlicher Herzblättriger Hahnenfuß|bc7141c0-21f2-4573-b7dc-c4e255f353c2|e5f76718-c060-4cdf-bca4-a308a5edf008|Ranunculus parnassiifolius|≙Ranunculus parnassiifolius||I|Taxa|||I||Extrem selten|(v)|Mäßiger Rückgang|||1|=||||≙|1|=|||||||||||nb||
3372|3372|Ranunculus platanifolius L.|Platanen-Hahnenfuß|c9c4a106-fb9f-46a9-814d-cbfa11b1c482|||≙Ranunculus platanifolius L.||S|Taxa|Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr-h|G+|||
